Tweet_ID,Date_Time,Username,Tweet_Text,Likes,Retweets,Replies,Quotes,Views,URL,Cleaned_Text,Word_Count,Sentiment_Score,Sentiment_Label
1904415433752461652,Tue Mar 25 06:09:56 +0000 2025,leadersworlds,"The assertion that President Uhuru Kenyatta ""messed up everything the grand coalition government made"" by introducing the Competency-Based Curriculum (CBC) as a ""foreign decoy"" disregards the global trends in education. While the transition to CBC in Kenya has faced challenges, dismissing it as weak or destabilizing overlooks its alignment with international education standards.

Globally, many countries are shifting towards CBC to equip learners with the practical skills, critical thinking, and creativity needed to thrive in the 21st century. Nations like Finland, Canada, New Zealand, and cĺoser home we have Uganda and Rwanda who have embraced CBC principles, focusing on learner-centered approaches and real-world application of knowledge. By adopting CBC, Kenya is not isolating itself but rather positioning its education system to meet international benchmarks.

This shift from the 8-4-4 system that was heavily exam-oriented and failed to cater to the diverse abilities and interests of learners, particularly enhances their competitiveness in the global job market. With CBC's emphasis on competencies such as collaboration, innovation, and adaptability, Kenyan learners are better prepared to seize opportunities abroad. Employers worldwide increasingly value graduates who can demonstrate these skills, making it easier for Kenyan students to be absorbed into international academic institutions and workplaces.

The challenges President Ruto is addressing in education today are not unique to CBC but rather systemic issues that require collaborative solutions. Blaming past leadership distracts from the need to refine and support this reform. Investing in teacher training, resources, and public engagement will ensure that CBC achieves its transformative potential, benefiting both the nation and its graduates on a global scale.",0,0,0,0,36,https://x.com/leadersworlds/status/1904415433752461652,assertion president uhuru kenyatta messed everything grand coalition government made introducing competencybased curriculum cbc foreign decoy disregards global trends education transition cbc kenya faced challenges dismissing weak destabilizing overlooks alignment international education standards globally many countries shifting towards cbc equip learners practical skills critical thinking creativity needed thrive st century nations like finland canada new zealand coser home uganda rwanda embraced cbc principles focusing learnercentered approaches realworld application knowledge adopting cbc kenya isolating rather positioning education system meet international benchmarks shift system heavily examoriented failed cater diverse abilities interests learners particularly enhances competitiveness global job market cbcs emphasis competencies collaboration innovation adaptability kenyan learners better prepared seize opportunities abroad employers worldwide increasingly value graduates demonstrate skills making easier kenyan students absorbed international academic institutions workplaces challenges president ruto addressing education today unique cbc rather systemic issues require collaborative solutions blaming past leadership distracts need refine support reform investing teacher training resources public engagement ensure cbc achieves transformative potential benefiting nation graduates global scale,163,0.9442,Positive
1916071576291659894,Sat Apr 26 10:07:17 +0000 2025,TSneakerzzz,@jamesabonyo33 @alexmwanzo Tulikula nyama ya kondoo na hakuwa amezoea 😄..nilihave ku apologise kwa mwalimu.. ii mambo ya cbc ni noma,0,0,0,0,53,https://x.com/TSneakerzzz/status/1916071576291659894,tulikula nyama kondoo hakuwa amezoea nilihave ku apologise mwalimu ii mambo cbc noma,13,0.3818,Positive
1916438201205502345,Sun Apr 27 10:24:07 +0000 2025,SethSciocha,"Isn't it astonishing that a Kenyan political entrepreneur is using our hard-earned tax money to purchase luxury apartments in Dubai, while essential projects like SHA and CBC are struggling to deliver? What’s really going on here? 
#RutoMustGo",0,0,0,0,39,https://x.com/SethSciocha/status/1916438201205502345,isnt astonishing kenyan political entrepreneur using hardearned tax money purchase luxury apartments dubai essential projects like sha cbc struggling deliver whats really going rutomustgo,24,-0.0772,Negative
1916168120785424707,Sat Apr 26 16:30:55 +0000 2025,phyllis_bank,From CBC to CBE: Puzzle of Kenya’s trial and error education system  https://t.co/ys3LhYMmga,0,0,0,0,12,https://x.com/phyllis_bank/status/1916168120785424707,cbc cbe puzzle kenyas trial error education system,8,-0.4019,Negative
1913158576018727347,Fri Apr 18 09:12:03 +0000 2025,JaphethOrieny,"I can't believe there are still Kenyans who think Matiang'i can make a good president. Matiang'i ruined our education system, the lives of so many Gen Zs &amp; our children who are currently suffering under CBC. 
Kenyans suffer from short-term amnesia.",5,2,2,1,260,https://x.com/JaphethOrieny/status/1913158576018727347,cant believe still kenyans think matiangi make good president matiangi ruined education system lives many gen zs children currently suffering cbc kenyans suffer shortterm amnesia,25,-0.7783,Negative
1916885016421818487,Mon Apr 28 15:59:36 +0000 2025,_fels1,"In an effort to simplify learning pathways and make the current education system more affordable, accessible and practical for all learners, the ministry of education has decided to change the name CBC to CBE.",365,68,42,8,19644,https://x.com/_fels1/status/1916885016421818487,effort simplify learning pathways make current education system affordable accessible practical learners ministry education decided change name cbc cbe,19,0.0,Neutral
1913181168406536233,Fri Apr 18 10:41:50 +0000 2025,JaphethOrieny,"@EdMwiti The CBC system is not a good one to the children, parents, and even the teachers. It was implemented in a rush &amp; and prematurely, which has had and will continue to have significant negative impacts on the children and our country in the long-term unless we change things.",0,0,1,0,12,https://x.com/JaphethOrieny/status/1913181168406536233,cbc system good children parents even teachers implemented rush prematurely continue significant negative impacts children country longterm unless change things,20,-0.0,Neutral
1916904321062482153,Mon Apr 28 17:16:19 +0000 2025,_fels1,@RajiniENicholas Competency-based Curriculum to Competency-based Education (CBE),3,0,1,1,690,https://x.com/_fels1/status/1916904321062482153,competencybased curriculum competencybased education cbe,5,0.0,Neutral
1914684945685000675,Tue Apr 22 14:17:18 +0000 2025,Jopaowitt,"I said it here decades ago: a bacterial infection as a diagnosis is rubbish. Gonorrhea is a bacterial infection, and so, too, is acne. Ordinary cough is a bacterial infection, and so too is Tuberculosis. I prefer proper microscopy to CBC.",1,0,1,0,125,https://x.com/Jopaowitt/status/1914684945685000675,said decades ago bacterial infection diagnosis rubbish gonorrhea bacterial infection acne ordinary cough bacterial infection tuberculosis prefer proper microscopy cbc,20,0.0,Neutral
1913195486263099577,Fri Apr 18 11:38:44 +0000 2025,JaphethOrieny,"@EdMwiti What are you using to determine the level of benefits the children are getting from CBC?

I am a parent, and my daughter is in grade 2, so don't belittle me with your questions. I know what I am talking about.",0,0,1,0,14,https://x.com/JaphethOrieny/status/1913195486263099577,using determine level benefits children getting cbc parent daughter grade dont belittle questions know talking,15,0.6131,Positive
1916053702533697710,Sat Apr 26 08:56:15 +0000 2025,RickyBOfficial1,"@Colettaaluda_1 CBC might not be better but 8-4-4 was even worse, kids studying only for grades, after grades and competition ,then what?No wonder we are in community full of clueless graduates,tell me what impact as 8-4-4 system brought since it's establishment?",1,0,0,0,24,https://x.com/RickyBOfficial1/status/1916053702533697710,cbc might better even worse kids studying grades grades competition whatno wonder community full clueless graduatestell impact system brought since establishment,21,-0.4019,Negative
1910407462471295343,Thu Apr 10 19:00:07 +0000 2025,Wasonga227,"@Imonaar Our set books in High School:
1. Betrayal In The City
2. Kilio Cha Haki
3. The Burdens
4. Things Fall Apart

These people dumbed down education to CBC for the exact reasons the Government is fighting Form Two West of Butere Girls. What a shame!",1,0,0,0,109,https://x.com/Wasonga227/status/1910407462471295343,set books high school betrayal city kilio cha haki burdens things fall apart people dumbed education cbc exact reasons government fighting form two west butere girls shame,27,-0.9231,Negative
1913485449701568732,Sat Apr 19 06:50:56 +0000 2025,muthonyyyyy,High schoolers na CBC babies wako TikTok wanafanya auditions za Tale house and you know what 😭😭😭😭😭,5,2,0,0,286,https://x.com/muthonyyyyy/status/1913485449701568732,high schoolers cbc babies wako tiktok wanafanya auditions tale house know,11,0.0,Neutral
1914653928123228495,Tue Apr 22 12:14:03 +0000 2025,rhdbea,@SylvesterKabomb @NewtonAllan6 @DenisDukeUG Check the hospitals you visit. But usually if the CBC shows a bacterial picture  you are started on antibiotics and a culture usually done of whatever they think would be the locality of the infection. Sometimes actually the antibiotics you're given may work B4 that C/S result,2,0,0,0,87,https://x.com/rhdbea/status/1914653928123228495,check hospitals visit usually cbc shows bacterial picture started antibiotics culture usually done whatever think would locality infection sometimes actually antibiotics youre given may work b cs result,28,0.0,Neutral
1927454531006111819,Tue May 27 19:59:05 +0000 2025,inooroke,"Nguurani ya CBE na CBC ni iriku?
#Keera
#MuciiwaUtuginaUtana https://t.co/fgBr9WYvlS",0,0,0,0,120,https://x.com/inooroke/status/1927454531006111819,nguurani cbe cbc iriku keera muciiwautuginautana,6,0.0,Neutral
1927457268758372432,Tue May 27 20:09:57 +0000 2025,inooroke,Thiinii wa CBC muciari ndangitingikiriria mwana gutuika kiria atatuikire-Dr Vanessa https://t.co/QDwZLSk5Ca,0,0,0,0,70,https://x.com/inooroke/status/1927457268758372432,thiinii cbc muciari ndangitingikiriria mwana gutuika kiria atatuikiredr vanessa,9,0.0,Neutral
1925813422710551033,Fri May 23 07:17:54 +0000 2025,ChefKarim02,"@Joseph57167947 @NewtonAllan6 @newvisionwire Saw her video, she meant CBC 🫱🏻‍🫲🏼 though  oncologists, immunologists, and hematologists deals with CDC",0,0,0,0,19,https://x.com/ChefKarim02/status/1925813422710551033,saw video meant cbc though oncologists immunologists hematologists deals cdc,10,0.0,Neutral
1926312154128412923,Sat May 24 16:19:41 +0000 2025,ErikIzMe,"The while implementation of the exam bill was because every students who has a right to pass through 844 and the newly introduced CBC needs to pass an exam, at least .
We teachers and educators are going to uphold the law.",0,0,0,0,10,https://x.com/ErikIzMe/status/1926312154128412923,implementation exam bill every students right pass newly introduced cbc needs pass exam least teachers educators going uphold law,19,0.0,Neutral
1924175225941332394,Sun May 18 18:48:17 +0000 2025,KLordvick71761,CBC manenozzz........ https://t.co/usIEXNBeNL,1,0,0,0,297,https://x.com/KLordvick71761/status/1924175225941332394,cbc manenozzz,2,0.0,Neutral
1923082744206159878,Thu May 15 18:27:10 +0000 2025,geographygurl,"@muriaso SHA to TAIFA CARE . 
CBC to CBE 
eh .. nimechoka",1,0,1,0,57,https://x.com/geographygurl/status/1923082744206159878,sha taifa care cbc cbe eh nimechoka,7,0.4939,Positive
1927029714197049433,Mon May 26 15:51:01 +0000 2025,JusticeCosumer,@saseey22 Reer iskaabulo mko wapi 😆😆😆 come to rescue mambo ya CBC si rahisi,1,0,0,0,55,https://x.com/JusticeCosumer/status/1927029714197049433,reer iskaabulo mko wapi come rescue mambo cbc si rahisi,10,0.5106,Positive
1924907617215754438,Tue May 20 19:18:33 +0000 2025,DrOribaDan,@davidayebale @lacor_hospital @UgandaPhysician @DrJNELLY95 @DrRazi4 @rkalyes1 @InternalmedMak @MakCHS_SOM @CelestinoGutirr @Makerere_Medics @ecgandrhythmRoe CBC normal Hb 11.9g/dl,2,0,0,0,368,https://x.com/DrOribaDan/status/1924907617215754438,cbc normal hb gdl,4,0.0,Neutral
1922873432435273859,Thu May 15 04:35:26 +0000 2025,KeidyKip,@Vickyjr Cbc,0,0,0,0,160,https://x.com/KeidyKip/status/1922873432435273859,cbc,1,0.0,Neutral
1925451799843987905,Thu May 22 07:20:56 +0000 2025,HabatNkoola,The word is CBC {Complete Blood Count} not CDC 😴.,0,0,0,0,66,https://x.com/HabatNkoola/status/1925451799843987905,word cbc complete blood count cdc,6,0.0,Neutral
1947294306504487108,Mon Jul 21 13:55:16 +0000 2025,kilonzoNice,"My daughter is not convinced about moving to Cambridge next term, saying ""cbc is more fun, she loves it"".
Bwana asifiwe.",19,0,4,0,1830,https://x.com/kilonzoNice/status/1947294306504487108,daughter convinced moving cambridge next term saying cbc fun loves bwana asifiwe,12,0.8658,Positive
1944086482622218697,Sat Jul 12 17:28:31 +0000 2025,DrVeniceOmona,Mentzer index....a very useful yet underutilized tool! The CBC is more than just the white blood cell count or Hb level. There's a lot in there that can benefit your patients while setting you as a clinician apart....,5,2,1,0,442,https://x.com/DrVeniceOmona/status/1944086482622218697,mentzer indexa useful yet underutilized tool cbc white blood cell count hb level theres lot benefit patients setting clinician apart,20,0.7096,Positive
1944309825850011818,Sun Jul 13 08:16:00 +0000 2025,j_mbuthia1,"Cbc project ya Osama imefika wapi?
@Osama_otero",1,1,0,0,59,https://x.com/j_mbuthia1/status/1944309825850011818,cbc project osama imefika wapi,5,0.0,Neutral
1948486623030902975,Thu Jul 24 20:53:06 +0000 2025,Leonard1Asobasi,"TEACHER LEONARD'S EDUDOLOGY SERIES 

Are you a facilitator of the new competency based curriculum who is struggling with handling psychomotor domain of Bloom's taxonomy during teaching, learning and assessment of learning outcomes?

This thread is particularly tailored to you https://t.co/ZUKvZGCDLj",1,0,2,0,53,https://x.com/Leonard1Asobasi/status/1948486623030902975,teacher leonards edudology series facilitator new competency based curriculum struggling handling psychomotor domain blooms taxonomy teaching learning assessment learning outcomes thread particularly tailored,23,-0.4215,Negative
1947385992643535272,Mon Jul 21 19:59:35 +0000 2025,BabuMichaelKE,"@TrevorOmbija @citizentvkenya #Mondayreport Ask  Dr William,How is the ministry prepared or training teacher to be able to satisfactorily teach CBC pupils?It's no secret most teachers right now aren't equipped to properly handle CBC. Are TTCs dynamic when it comes to training ?",0,0,0,0,8,https://x.com/BabuMichaelKE/status/1947385992643535272,mondayreport ask dr williamhow ministry prepared training teacher able satisfactorily teach cbc pupilsits secret teachers right arent equipped properly handle cbc ttcs dynamic comes training,25,0.7269,Positive
1950527603493794232,Wed Jul 30 12:03:14 +0000 2025,jumah_maureen,"@Maskani254 @FordFoundation @kawive @nisisikenya @thekhrc @TIKenya @TISAKenya @EduMinKenya @cff_kenya @KeTreasury @Pawa254 As more content, applications, and assessments move online (e.g., CBC, HELB, KUCCPS), children without,Smartphones or internet
Digital literacy or electricity
are locked out.
#EducationCrisisKE",4,2,0,0,55,https://x.com/jumah_maureen/status/1950527603493794232,content applications assessments move online eg cbc helb kuccps children withoutsmartphones internet digital literacy electricity locked educationcrisiske,17,0.0,Neutral
1957036954068914368,Sun Aug 17 11:09:04 +0000 2025,Mabdinoor72,"Our article on Competency-Based Curriculum Implementation and Digitalisation in Africa: Successes, Challenges and Solutions as Meta-Analysis from 2017 to 2024 is published at..
https://t.co/r8fQIu2C6T

Very glad!",1,0,0,0,51,https://x.com/Mabdinoor72/status/1957036954068914368,article competencybased curriculum implementation digitalisation africa successes challenges solutions metaanalysis published glad,12,0.8225,Positive
1959977403079430375,Mon Aug 25 13:53:22 +0000 2025,Bosongo_,"CBC iko na projects daily, lakini mbona wazazi wanacomplain kila weekend? Si progressive education ni teamwork ya child, teacher na parent? Hii ndiyo real transformation! #BacktoSchool #UlizaKamaMtotowaCBE",0,0,1,0,4,https://x.com/Bosongo_/status/1959977403079430375,cbc iko projects daily mbona wazazi wanacomplain weekend si progressive education teamwork child teacher parent ndiyo real transformation backtoschool ulizakamamtotowacbe,20,0.0,Neutral
1957300379932369180,Mon Aug 18 04:35:50 +0000 2025,abedyKlaus,@princegershom_ CBC wanakuanga na Insha and composition? I would like to see what the boy writes.,1,0,1,0,190,https://x.com/abedyKlaus/status/1957300379932369180,cbc wanakuanga insha composition would like see boy writes,9,0.3612,Positive
1958186023558533533,Wed Aug 20 15:15:04 +0000 2025,GlobalPeaceKeny,"GPF’s Dr. Tony Devine added: “Education must go beyond academics—schools should be incubators of peace, innovation &amp; prosperity.” 🌍✨

He invited leaders to the Transforming Education Workshop (Aug 21–23, Nairobi). 🚀

#CBC #EducationTransformation #GPFKenya

2/2 https://t.co/buMMyKdI62",1,0,0,0,37,https://x.com/GlobalPeaceKeny/status/1958186023558533533,gpfs dr tony devine added education must go beyond academicsschools incubators peace innovation prosperity invited leaders transforming education workshop aug nairobi cbc educationtransformation gpfkenya,24,0.7269,Positive
1955234180289171538,Tue Aug 12 11:45:29 +0000 2025,captrubani1,"@BukiMabruki Bro CBC haitambui history. And that's the problem. 
Sunday is Sunday.",1,0,1,0,12,https://x.com/captrubani1/status/1955234180289171538,bro cbc haitambui history thats problem sunday sunday,8,-0.4019,Negative
1959867592539013161,Mon Aug 25 06:37:01 +0000 2025,011568james,"Sisi CBC yetu we just learned part of an insect 
Sijui , Thorax,and Abdomen that's what I can recall turudishiwe pesa yetu tufanye biashara huku nje
#MainaAndKingangi",0,0,0,0,12,https://x.com/011568james/status/1959867592539013161,sisi cbc yetu learned part insect sijui thoraxand abdomen thats recall turudishiwe pesa yetu tufanye biashara huku nje mainaandkingangi,19,0.0,Neutral
1961849442191003783,Sat Aug 30 17:52:11 +0000 2025,tasksafrica,"Join us in shaping the next generation of Engineers who don't just dream, but build the future✊🔥

Join and register now
https://t.co/GU3KvFpMAi

#TasksAfrica #HAIRSTEIC #Vision2050 #Agenda2063 #AfCFTA #InnovationForAfrica #LeadTheChange #BuildingAfricaTogether https://t.co/A2LkmBJpc4",7,2,1,0,147,https://x.com/tasksafrica/status/1961849442191003783,join shaping next generation engineers dont dream build future join register tasksafrica hairsteic vision agenda afcfta innovationforafrica leadthechange buildingafricatogether,19,0.5661,Positive
1958185999000858765,Wed Aug 20 15:14:58 +0000 2025,GlobalPeaceKeny,"At the KEPSHA Pre-Conference Breakfast, Chair Mr. Fuad Abdalla Ali stressed: “CBC’s success is built on teamwork, collaboration &amp; resilience.” 🤝📚

1/2 https://t.co/K0sCnKMoeW",3,1,1,0,82,https://x.com/GlobalPeaceKeny/status/1958185999000858765,kepsha preconference breakfast chair mr fuad abdalla ali stressed cbcs success built teamwork collaboration resilience,15,0.3182,Positive
1971590084974579886,Fri Sep 26 14:58:01 +0000 2025,RealKaruga,"Kenya is full of competition, i hope CBC solves that permanently. 
School
Job
Tribe 
Wealth 
Education 
Ranks 
Age

Eeeeeeih.",0,0,0,0,29,https://x.com/RealKaruga/status/1971590084974579886,kenya full competition hope cbc solves permanently school job tribe wealth education ranks age eeeeeeih,15,0.802,Positive
1968747608232407208,Thu Sep 18 18:43:02 +0000 2025,tasksafrica,"The future belongs to those who prepare for it today

Join us for the Introductory Online Webinar on the HAIRSTEIC Pathway and discover how to shape your future with excellence.

Register here: https://t.co/H33VA0EJZT

#HAIRSTEIC  #TasksAfrica  #Vision2050 #EngineeringAfrica https://t.co/W52a9Esv2V",3,1,0,1,116,https://x.com/tasksafrica/status/1968747608232407208,future belongs prepare today join introductory online webinar hairsteic pathway discover shape future excellence register hairsteic tasksafrica vision engineeringafrica,19,0.8074,Positive
1970508813917663678,Tue Sep 23 15:21:26 +0000 2025,tasksafrica,"Be part of something transformative!

Our first Introductory HAIRSTEIC Pathway Webinar is here 🎉 Learn and discover how to shape your future with excellence.

Register today: https://t.co/H33VA0EJZT

#TasksAfrica #HAIRSTEIC #Vision2050 #Agenda2063 #AfCFTA #InnovationForAfrica https://t.co/rX1IawuyTJ",5,0,0,0,128,https://x.com/tasksafrica/status/1970508813917663678,part something transformative first introductory hairsteic pathway webinar learn discover shape future excellence register today tasksafrica hairsteic vision agenda afcfta innovationforafrica,21,0.7269,Positive
1965859119392501767,Wed Sep 10 19:25:12 +0000 2025,tasksafrica,"Guess what🤔

190+ Engineering graduates shared what they need. We listened.

This is just the beginning, Tasks AFRICA's Engineering Talent Accelerator on the way.

Stay tuned🔥

#TasksAfrica #HAIRSTEIC #Vision2050 #InnovationForAfrica #FutureEngineers #LeadTheChange https://t.co/7Trwz2GE8Q",3,1,0,0,82,https://x.com/tasksafrica/status/1965859119392501767,guess engineering graduates shared need listened beginning tasks africas engineering talent accelerator way stay tuned tasksafrica hairsteic vision innovationforafrica futureengineers leadthechange,21,0.7351,Positive
1967936161223249930,Tue Sep 16 12:58:37 +0000 2025,tasksafrica,"What if the key to your future was just one pathway away?
The HAIRSTEIC Pathway Webinar is your chance to unlock new ideas, growth, and excellence. Don’t miss it!
Register here: https://t.co/H33VA0FhPr

#HAIRSTEIC #Innovation #TasksAfrica #Vision2050  #AfCFTA #EngineeringAfrica https://t.co/SWCak6elxZ",3,2,0,0,101,https://x.com/tasksafrica/status/1967936161223249930,key future pathway away hairsteic pathway webinar chance unlock new ideas growth excellence dont miss register hairsteic innovation tasksafrica vision afcfta engineeringafrica,22,0.9143,Positive
